SCHL,WAGP,FOD1P,OCCP,AGEP
19,0,,4110,25
,,,,2
,,,,0
22,29000,2303,5810,41
22,73000,2408,6355,27
16,45000,,4510,26
,,,,2
22,48000,5201,2310,29
24,50000,3600,1650,32
21,100000,3702,1240,34
21,55000,2304,2310,34
16,46000,,9620,56
16,10000,,2630,56
5,,,,8
5,,,,7
5,,,,7
18,42000,,3420,50
20,0,,4600,50
15,18000,,4240,61
13,0,,,61
19,640,,4220,36
16,3500,,4720,28
13,0,,,17
7,,,,10
,,,,1
23,70000,5200,3010,45
21,105000,6201,910,45
12,,,,14
10,,,,12
5,,,,8
16,1200,,4150,19
11,,,,14
21,0,2309,5700,75
17,45100,,9130,67
16,12000,,4130,59
22,35000,6209,2010,47
16,49700,,5400,46
19,0,,9920,19
12,0,,4620,18
13,0,,,15
22,114000,6200,1220,58
19,53000,,4820,49
14,0,,,17
16,0,,,44
22,13000,2300,2750,67
21,0,3600,910,66
18,40000,,7810,63
20,9300,,9130,37
16,0,,,79
18,110000,,600,58
19,27000,,2540,58
18,0,,,85
22,93000,2300,230,35
22,0,6107,3255,33
1,,,,3
20,52000,,110,31
22,52000,5200,2000,29
21,84000,6107,3255,47
19,64000,,4850,48
22,70000,5200,430,47
14,0,,,17
12,0,,,15
19,125000,,150,40
2,,,,5
21,15200,6201,800,68
16,29000,,2540,57
21,56000,6105,1760,27
16,0,,6200,28
19,0,,,82
23,0,5506,,80
21,0,5501,,83
21,13500,6200,7340,66
22,41300,6201,430,49
17,30000,,6355,30
7,,,,10
21,43000,5505,5240,34
20,74000,,5240,46
6,,,,9
16,78000,,8620,51
20,67000,,3255,53
1,0,,4230,55
1,36100,,5620,50
16,80000,,4200,54
16,30000,,5700,53
19,0,,5260,27
,,,,1
16,0,,,72
19,74000,,7210,58
16,25000,,5620,55
16,8000,,6260,23
16,0,,4600,21
19,38000,,4710,45
24,6100,6402,2200,66
18,0,,,57
15,0,,,75
16,0,,,80
14,0,,,17
3,,,,6
21,77000,6107,5000,29
18,3000,,3640,18
19,24000,,3930,62
20,0,,4940,55
21,90000,2414,1006,38
21,65000,1401,1300,36
1,,,,3
,,,,0
22,70000,2408,4710,45
22,120000,2408,1020,43
12,0,,,16
9,,,,12
8,,,,11
21,18500,2603,2830,26
21,48000,3301,800,29
19,1300,,4540,20
19,800,,2720,19
16,0,,,81
19,34600,,3930,43
21,18000,6402,2310,30
15,42000,,4700,67
21,151000,2100,430,60
16,0,,,71
23,0,6201,800,36
16,53000,,4610,38
8,,,,11
16,0,,220,68
16,7200,,5400,52
16,7500,,7200,23
21,103000,6201,800,33
22,30700,5506,5700,42
14,0,,,20
7,,,,11
5,,,,8
3,,,,6
21,57000,2300,2310,40
19,16000,,4720,30
19,80000,,50,55
15,30000,,4530,54
19,16500,,4760,27
18,15000,,4760,20
19,0,,4250,42
22,80000,2307,3258,36
22,83000,5007,1010,42
9,,,,12
4,,,,7
22,0,4801,2850,61
23,0,1103,3250,65
21,0,3600,,25
20,415000,,4240,51
21,0,6107,,71
19,17000,,4110,72
19,56000,,1400,52
19,2400,,1107,18
21,3000,2105,5700,43
21,70000,2408,1530,43
14,3000,,3955,17
12,0,,,15
11,,,,14
9,,,,12
24,226000,5200,1820,58
24,100000,5506,2200,64
16,0,,,76
20,2000,,4130,74
21,0,5501,20,94
18,0,,,86
19,51000,,5240,35
1,0,,,68
8,9000,,4520,47
19,0,,,19
16,0,,,76
21,0,6103,,78
20,0,,8500,43
19,24000,,120,35
,,,,1
21,156000,6203,800,54
11,,,,13
21,115000,2414,5940,66
16,73000,,430,49
20,19000,,5120,46
19,2500,,4150,19
13,2000,,4130,16
22,75000,6201,820,33
16,75000,,7330,45
19,54000,,120,42
12,0,,,15
21,0,2414,,73
16,0,,,64
23,415000,1901,2100,44
23,0,1901,4700,44
10,,,,13
8,,,,11
4,,,,8
21,120000,3301,2710,51
21,65000,5404,3160,38
16,0,,,80
19,21000,,3600,46
22,25000,6203,2000,47
19,3400,,4720,20
10,,,,13
5,,,,8
8,0,,,53
22,75000,6200,430,55
21,75000,2503,4710,54
16,24000,,7340,51
17,0,,,79
11,0,,7040,72
13,0,,,72
22,66000,2304,2310,62
22,20000,2102,1050,45
22,415000,3700,1010,45
13,0,,,15
11,,,,13
16,0,,,76
16,28000,,7330,49
16,38000,,1050,44
21,0,3301,5240,22
23,0,6203,5940,70
18,0,,,71
19,50000,,8740,52
18,30000,,9410,51
9,0,,,78
9,0,,,83
19,80000,,7000,62
19,35000,,5700,61
24,0,6199,3250,68
21,0,6200,5400,67
23,4000,3301,2430,67
13,0,,4250,17
9,,,,12
7,,,,9
21,47000,2599,740,39
10,,,,13
16,15500,,4130,61
11,9500,,4130,60
23,75000,6203,565,42
22,0,6203,5420,44
7,,,,11
21,13000,6203,4840,48
19,4500,,9050,55
14,0,,4020,19
16,0,,,80
19,1000,,5620,22
19,0,,,83
24,100000,5007,1740,53
24,75000,3700,1740,43
21,0,2414,,87
21,0,5200,4700,70
22,75000,2304,2310,55
22,98000,6107,3255,40
21,78000,6203,850,43
10,,,,14
6,,,,9
,,,,1
22,34400,6402,2400,23
24,90000,3603,1720,61
17,90000,,7630,61
20,50000,,3255,56
21,0,3600,3300,23
17,0,,,86
23,0,3609,3010,77
21,0,2304,,77
19,0,,,48
21,0,5505,2550,65
22,0,3301,3050,66
21,30000,2414,3930,50
14,0,,,18
13,0,,,16
11,0,,,60
21,38000,4801,5110,25
21,37000,3301,5110,25
21,90000,2100,1030,36
23,0,5098,3648,41
1,,,,4
16,22000,,4250,30
19,21000,,9830,21
19,36000,,7700,49
16,0,,5700,49
12,24000,,8965,51
16,0,,,76
20,14300,,3255,51
22,63000,5507,350,57
16,48000,,5560,43
16,6000,,8965,42
13,0,,,16
9,,,,11
16,0,,,67
16,0,,,28
16,0,,,85
11,0,,,79
16,0,,205,44
21,17000,6203,5160,21
16,12000,,5400,20
16,5000,,6050,18
18,0,,,90
16,16400,,4610,39
16,0,,4850,35
3,,,,5
2,,,,3
,,,,0
16,30000,,5000,36
16,50000,,9130,34
18,10000,,4720,17
10,,,,13
18,58000,,9140,48
19,0,,9920,57
20,7500,,4760,51
22,0,2304,,85
16,34000,,4750,48
9,0,,4250,24
16,0,,,88
21,105000,2408,1020,48
21,83000,2402,230,47
21,62000,3301,2145,45
19,51000,,5540,49
4,,,,7
2,,,,4
14,0,,,19
16,26400,,3600,40
17,0,,9120,74
16,0,,5810,76
22,72000,2304,2310,44
21,75000,6200,5240,44
11,0,,,15
8,,,,11
13,0,,,88
9,18500,,6240,28
4,,,,7
8,0,,4230,25
13,0,,,82
19,0,,120,81
22,0,2405,,77
20,33200,,5810,29
19,25000,,5550,29
1,,,,3
,,,,1
19,0,,,79
12,0,,,87
10,0,,,84
14,32000,,4250,56
11,0,,4220,51
10,10000,,6260,28
21,10000,3401,4230,29
21,35000,3401,6260,31
21,7000,2500,4220,22
21,8000,5501,4030,25
19,0,,,51
15,0,,,77
21,29100,2100,1050,50
14,800,,4220,28
11,0,,,79
12,0,,,62
16,13000,,4720,21
13,0,,9920,18
16,1700,,2760,17
12,0,,,15
11,,,,13
11,,,,13
16,0,,,43
22,0,5506,,84
19,70000,,20,46
21,0,5404,4600,37
10,,,,12
8,,,,10
5,,,,7
1,,,,4
13,0,,,69
13,0,,,68
18,0,,,69
23,9500,2408,300,59
16,0,,4000,37
11,0,,,80
16,0,,,79
19,43200,,710,39
17,0,,4760,39
13,0,,,16
9,,,,13
7,,,,11
22,70000,3301,630,58
19,6000,,9130,21
16,0,,,68
19,0,,,66
16,0,,,70
16,0,,,70
19,10500,,4220,64
19,20000,,6230,57
19,15100,,5620,25
20,0,,,74
16,0,,710,57
11,7000,,4220,35
10,,,,14
1,,,,5
9,7000,,4220,30
21,20000,5501,4840,62
16,0,,4610,54
1,0,,,80
18,50000,,5560,55
22,12000,4801,2310,65
24,135000,2901,2200,54
21,0,5501,1006,52
19,100000,,5150,41
21,65000,2502,1105,40
19,2400,,7020,38
22,0,5200,5510,68
22,122000,6203,710,54
16,36000,,5700,48
21,75000,3603,8620,44
19,2600,,5400,21
21,0,6402,,77
20,0,,,76
21,0,6000,5400,62
20,100000,,430,63
16,40000,,7315,35
21,62000,1901,5310,40
23,0,2309,,77
21,120000,6203,5030,43
6,,,,10
3,,,,5
22,24000,5301,3850,46
19,40000,,5550,47
19,51000,,5610,47
16,0,,9600,26
19,10000,,4710,69
16,0,,,25
19,32000,,5700,33
19,1300,,2200,34
5,,,,9
21,62000,2102,1005,25
19,0,,2600,26
18,0,,,62
16,16000,,8800,63
9,0,,,63
16,0,,,78
18,0,,4600,63
13,9000,,4220,65
19,37000,,2430,56
19,31000,,5240,34
22,0,6203,630,30
,,,,0
20,49000,,6440,52
17,15000,,4110,38
12,18000,,6420,40
13,60000,,6420,18
15,5000,,4060,17
9,0,,,63
14,38000,,6420,34
21,97000,6107,3255,51
11,0,,,84
16,0,,5860,75
21,0,6201,20,75
21,158000,4801,1050,50
21,0,6402,7800,51
13,0,,,16
11,,,,14
21,16500,5506,230,66
22,0,2602,,67
19,0,,5110,54
16,4000,,4720,21
14,800,,4140,17
21,17000,3202,4840,21
20,0,,,36
20,28800,,4700,37
5,,,,8
2,,,,5
1,,,,3
2,,,,4
16,36000,,4850,56
16,0,,,54
20,0,,,27
19,0,,,21
21,48000,6206,110,63
18,27500,,5700,62
21,34000,5506,4920,23
23,154000,6199,3060,64
16,3600,,5550,75
13,0,,,71
22,84000,2407,1020,34
21,18000,5501,8740,28
,,,,2
23,148000,3600,3060,52
19,40000,,1530,48
19,65000,,5940,47
19,11000,,6440,21
20,14000,,7210,19
24,104000,5003,740,48
21,49100,6104,3310,48
19,20000,,4110,22
21,1100,2300,2200,61
22,0,2300,,64
21,53000,6299,2840,45
21,23200,6207,4760,49
22,72000,2304,2320,54
22,2300,5007,7240,63
21,2500,2602,2340,63
19,500,,2310,21
19,0,,,20
22,48000,6107,3255,60
21,150000,5200,710,61
16,0,,6515,28
19,3000,,4760,20
19,22000,,5860,21
16,0,,9620,45
24,120000,3700,1240,63
21,229000,3700,1010,51
19,0,,1030,19
21,130000,6402,430,47
21,130000,3301,430,50
16,40000,,8030,55
16,50000,,8930,59
12,0,,,83
16,0,,,80
16,8000,,4600,60
16,125000,,2160,53
23,100000,6207,4920,67
19,4000,,5860,19
19,0,,,70
18,0,,,68
19,30000,,5000,42
16,0,,8460,25
4,,,,8
2,,,,5
1,,,,3
,,,,1
21,13000,6002,2850,75
23,0,6402,,80
21,0,5200,4760,68
19,48000,,2540,47
13,0,,,87
24,84000,2602,1220,42
24,0,4000,,47
2,,,,6
1,,,,3
16,0,,,80
16,0,,,79
18,0,,,18
23,210000,4801,2100,59
19,0,,5940,52
19,0,,9130,23
19,0,,,21
19,0,,,21
18,940,,3600,29
2,,,,5
1,,,,3
23,45000,5200,3060,31
22,415000,5003,410,65
21,27300,6200,5400,62
21,16000,5507,5610,29
21,140000,5506,1020,41
23,0,5200,3150,40
7,,,,10
4,,,,7
21,150000,6206,4710,34
21,0,6107,3255,31
,,,,0
16,0,,7750,68
16,0,,,65
21,63000,2102,1020,44
22,0,2602,,49
11,0,,,15
6,,,,10
19,15000,,910,39
19,40000,,5330,41
4,,,,8
3,,,,6
1,,,,3
22,53000,5507,2310,31
21,93000,5506,1105,36
2,,,,5
1,,,,3
12,89000,,10,48
16,33000,,3535,46
18,0,,,19
16,1000,,4965,64
16,56000,,1220,40
18,37000,,5700,27
16,30000,,6320,27
12,0,,4900,17
19,0,,9140,60
16,0,,,84
16,0,,,51
14,12000,,7720,24
14,18000,,4720,26
,,,,1
16,12000,,630,18
12,34000,,6440,32
1,0,,,78
19,21600,,5240,33
12,28000,,6230,36
11,,,,12
8,,,,10
19,0,,3220,57
21,125000,2414,430,45
6,,,,9
21,0,6200,4810,58
20,60000,,1965,55
21,65000,6107,3255,57
21,71000,2105,1020,27
20,0,,5860,22
22,0,2306,,79
21,0,2309,,76
21,50000,1903,5330,34
19,50000,,3820,32
1,,,,4
16,22800,,3600,37
10,,,,12
8,,,,10
19,65000,,7420,51
21,0,4901,4230,36
19,0,,6260,37
4,,,,6
16,35000,,4210,26
,,,,0
16,15000,,4720,20
20,70000,,3255,32
18,35000,,120,27
7,,,,9
3,,,,6
,,,,0
19,12000,,4050,47
16,14000,,4350,24
20,10000,,9610,23
,,,,2
16,13000,,6260,23
21,99000,3700,1007,67
16,95000,,1460,55
16,75000,,4700,57
18,17700,,3420,23
15,0,,,63
15,37000,,8740,62
16,40000,,5700,72
16,0,,,55
19,60000,,4700,48
20,8000,,4520,26
1,,,,3
8,,,,11
18,36100,,9360,25
18,40000,,3930,24
14,900,,3600,17
18,20000,,6230,31
22,90000,2304,2310,48
21,42000,1902,5700,47
19,3000,,5860,18
12,0,,,15
18,23000,,5120,66
16,0,,,71
18,9500,,5810,27
6,,,,10
5,,,,8
,,,,1
19,100000,,4710,41
16,415000,,430,41
1,,,,3
19,102000,,5000,48
20,130000,,1220,48
19,20000,,4110,31
17,12000,,4110,26
16,0,,,77
16,0,,7700,46
14,0,,7210,44
7,,,,10
5,,,,8
3,,,,6
18,0,,4610,30
19,0,,,70
22,71000,2313,630,38
3,,,,7
18,4000,,5610,57
16,70000,,5820,48
16,7300,,9620,85
12,0,,,85
16,48000,,4710,55
19,72000,,600,57
20,28000,,3255,53
19,16000,,3600,23
18,0,,,76
16,0,,,75
21,0,2408,710,75
22,0,2901,2000,72
16,0,,,94
22,117000,3700,1020,49
16,30000,,6420,51
14,1000,,9620,17
21,23400,6402,1030,52
21,1000,2601,5400,27
18,135000,,410,66
20,14500,,5240,70
16,30000,,6230,31
14,2900,,3600,18
12,,,,14
16,50000,,5700,59
19,120000,,3740,42
20,75000,,430,39
21,160000,5501,20,47
21,25000,3600,1300,45
13,0,,,16
10,,,,13
24,0,2309,,74
17,0,,,41
18,55000,,1220,64
23,415000,5501,2100,36
23,150000,5505,2100,38
2,,,,3
20,95000,,3320,38
20,105000,,350,54
19,0,,,82
16,30000,,8140,37
13,0,,,32
1,,,,6
,,,,2
,,,,1
12,18000,,4020,43
12,22000,,8965,19
20,58000,,6355,37
18,17500,,4760,38
21,40000,5502,2000,31
18,0,,,84
22,68000,5200,2310,51
16,59000,,6200,54
18,6000,,5400,21
16,0,,,18
16,2100,,5860,74
20,50000,,565,44
20,21000,,5700,24
19,29000,,5240,24
16,10000,,3600,23
21,30000,4001,2310,34
20,0,,1107,31
16,0,,,56
21,85000,6203,430,57
16,0,,,35
12,0,,,16
9,,,,12
19,0,,,87
19,30000,,2910,55
23,0,5003,,94
22,22000,6000,1300,44
21,21000,3301,2825,43
7,,,,9
5,,,,7
21,42500,6200,725,30
21,12500,1901,50,27
16,11000,,5810,42
15,40000,,9610,35
15,0,,,23
16,12500,,5940,20
15,52000,,6230,41
8,0,,,36
9,,,,12
4,,,,7
,,,,1
12,2600,,4720,43
11,,,,14
12,26000,,6260,25
21,57000,5501,710,24
21,0,5505,2145,26
16,0,,,84
16,0,,,80
21,24000,6212,4700,29
21,42000,2304,2310,24
18,0,,,78
19,0,,,80
22,86000,3600,3255,53
19,92000,,735,48
21,51000,1903,2825,26
13,0,,,16
18,119000,,1006,54
18,0,,4810,59
16,36100,,20,48
18,13500,,3600,50
14,400,,4130,17
11,,,,14
21,26000,3600,3300,26
24,60000,6200,3060,55
24,42000,3608,1650,28
17,0,,,66
21,0,6203,,84
19,0,,,81
10,0,,,71
18,0,,,80
18,0,,4300,34
11,0,,,15
11,,,,14
8,,,,12
8,,,,12
19,93000,,3400,37
19,25000,,4350,36
11,,,,14
9,0,,,72
21,97000,6207,540,42
21,55000,5506,3646,46
6,,,,10
4,,,,8
4,,,,8
19,4500,,4110,22
,,,,2
13,0,,4230,44
16,0,,,61
9,35000,,4230,51
19,4000,,9820,21
16,0,,6100,78
13,0,,,75
16,10100,,4030,52
21,70000,6107,3255,37
6,,,,9
16,0,,,65
16,31000,,4220,53
16,95000,,9720,48
16,20000,,9600,41
16,0,,2600,48
16,69000,,5240,34
18,29000,,5160,30
,,,,0
5,,,,8
4,,,,7
24,15000,2407,2200,32
16,0,,3600,69
21,38000,5301,150,23
2,,,,5
23,190000,3602,3060,31
21,0,2304,2310,26
,,,,2
,,,,1
20,0,,8740,41
20,50000,,4510,40
9,,,,13
17,70000,,6355,41
21,0,3301,,77
15,0,,4230,74
21,0,3301,,57
23,0,5506,2100,63
22,150000,3600,4710,62
21,40000,6203,726,58
16,6300,,9620,21
21,0,2201,7800,60
23,0,5507,,83
24,92000,5007,110,45
24,0,5200,,43
3,,,,5
16,4500,,4920,62
16,0,,,71
22,0,2602,2540,55
22,170000,2408,1530,56
10,,,,13
18,3000,,4020,19
21,100000,5205,430,32
19,0,,,77
16,50000,,7340,58
16,0,,,64
16,0,,,70
18,0,,4600,64
17,3000,,4600,41
7,,,,10
19,0,,,74
14,0,,,42
16,0,,,74
18,0,,,90
16,30000,,4220,49
16,0,,,76
16,0,,,72
16,0,,7700,68
14,0,,,64
19,0,,5000,58
19,15000,,4720,47
12,0,,6420,51
13,3000,,4720,16
16,0,,4760,73
16,0,,5700,69
18,0,,,18
18,32000,,3600,50
16,30000,,6355,68
16,0,,,65
11,0,,,94
18,0,,,68
21,52000,2102,2840,25
19,4800,,5240,21
12,41000,,4720,56
22,162000,5505,420,38
23,105000,5506,2100,37
2,,,,6
1,,,,3
16,0,,,62
16,0,,,65
19,0,,,57
20,79000,,430,55
22,0,5506,,72
21,21000,6201,3930,47
16,0,,3930,36
4,,,,7
1,,,,4
16,0,,,82
17,0,,,80
21,119000,3401,120,48
16,0,,4050,23
19,0,,5400,20
,,,,2
17,14000,,5860,51
19,24000,,4220,64
16,62000,,8140,34
,,,,1
8,,,,12
18,2000,,4220,21
19,1000,,4420,20
16,40000,,5260,26
22,73000,2304,2310,28
21,45000,1401,1300,31
,,,,0
21,1200,2414,4820,61
21,18000,6107,3255,24
21,5000,6107,3255,51
16,0,,,61
13,0,,3730,40
14,0,,4850,26
13,0,,9640,20
12,0,,,17
19,52000,,140,43
18,10900,,9140,58
21,65000,6107,3255,52
21,58000,5500,2010,58
19,14000,,630,56
19,24000,,5000,24
16,21000,,5620,39
24,9000,5401,2200,72
16,0,,,76
16,48700,,3600,53
22,201000,6402,4820,46
14,0,,2720,17
11,,,,14
6,,,,10
19,15000,,5700,55
16,0,,,64
16,145000,,20,62
22,0,2304,,58
19,44100,,2010,32
9,,,,12
21,60000,6201,800,61
19,38000,,350,65
18,38000,,5700,33
4,,,,7
19,95000,,110,55
22,100000,5200,430,46
16,0,,4600,48
11,,,,14
9,,,,12
4,,,,7
16,96000,,6200,38
13,0,,3600,40
16,0,,3655,18
22,0,1102,,81
22,0,2313,2430,67
21,0,2305,,57
23,130000,6201,800,63
21,5000,6004,2630,25
20,1900,,1050,22
19,1800,,4620,20
19,38000,,800,34
9,,,,12
19,50000,,3800,48
21,67000,4101,230,47
14,140,,4020,16
19,0,,,83
12,0,,,73
9,0,,,84
15,22400,,6200,55
16,10000,,4020,53
15,72000,,6050,50
19,48000,,1106,44
21,65000,6109,3220,44
13,0,,,17
7,,,,10
13,0,,,66
16,0,,,55
22,93000,5200,2430,39
19,80000,,5000,41
,,,,1
21,90000,2408,1006,41
14,27200,,9120,45
16,27100,,6355,22
16,0,,,78
16,230,,4760,24
21,0,1401,5120,55
13,0,,,16
22,84000,2408,300,32
21,21600,6107,3645,28
17,0,,,45
24,120000,5007,430,57
24,113000,3600,1020,64
1,25000,,7160,47
12,6300,,6260,23
16,300,,6050,16
21,102000,2100,430,36
16,0,,,85
19,0,,,59
19,0,,,73
24,120000,5003,1760,58
20,49200,,3255,56
22,70000,6200,10,50
22,120000,3700,10,64
22,2400,6205,5000,33
19,48000,,3500,41
18,96000,,1107,43
11,0,,,21
13,0,,,18
6,,,,9
21,45000,2901,800,48
16,0,,,94
21,35000,3600,3320,47
23,0,6200,3250,55
8,,,,11
5,,,,9
16,2800,,1965,18
21,128000,1103,1900,45
21,73000,4801,5820,37
10,,,,13
2,,,,6
1,,,,3
16,50000,,6320,53
19,55000,,5800,55
17,0,,9920,27
17,40000,,6200,51
19,23000,,120,50
7,,,,12
21,14500,3301,137,26
16,30000,,5400,56
19,60000,,8965,27
21,22900,6206,4300,25
16,12000,,4220,51
4,29000,,6230,47
21,45000,6402,2145,26
20,0,,710,53
20,0,,4110,28
18,26600,,8256,22
19,12000,,4600,20
12,0,,6200,51
19,14300,,7720,30
4,,,,7
1,,,,3
11,7800,,4600,24
7,,,,11
15,0,,3600,50
13,0,,4720,76
16,39000,,430,58
21,0,2406,20,62
20,19000,,3500,56
21,0,2300,1820,37
16,60000,,710,51
19,13200,,3850,46
8,,,,13
17,54000,,5330,45
16,70000,,220,39
13,0,,6440,50
10,0,,,76
13,840,,4030,25
16,55000,,8255,54
16,22000,,5910,48
16,17000,,4020,26
1,,,,6
19,24000,,9120,66
16,0,,5230,42
6,,,,10
21,40000,6200,120,25
2,,,,5
16,31200,,6200,53
16,8000,,9130,50
16,7000,,5000,47
14,620,,4720,17
23,415000,5506,2100,57
23,50000,2300,2310,57
17,0,,5310,85
20,0,,,76
22,68000,2406,2630,57
21,0,5003,,38
14,15000,,4130,21
11,0,,,15
5,,,,9
,,,,2
16,77000,,650,54
16,3000,,3800,76
16,68000,,430,68
16,0,,,71
16,0,,,71
16,0,,,76
16,0,,9920,20
,,,,1
16,43000,,640,32
9,,,,12
7,,,,10
19,125000,,7220,60
19,42000,,2145,55
16,0,,,70
16,0,,,68
19,15000,,4840,36
22,99000,6210,110,39
4,,,,7
2,,,,5
16,63000,,5560,58
21,140000,6200,1105,46
22,90000,6107,3258,46
6,,,,10
5,,,,9
4,,,,7
19,20000,,8030,53
19,0,,2600,48
10,,,,13
21,40000,5003,1760,28
21,4000,3301,2340,27
21,34000,5200,350,38
11,,,,13
17,0,,,76
21,0,2304,1050,57
21,49000,5500,800,60
21,130000,5200,310,59
19,2600,,4000,60
22,63000,2406,220,36
2,,,,4
22,73000,5003,1720,35
21,145000,2400,300,47
14,33000,,8965,47
22,29000,6001,2710,49
23,89000,5505,420,47
12,0,,,15
8,,,,11
21,0,5098,,78
21,3200,2399,710,63
19,52000,,5700,42
13,380,,4965,17
19,0,,,76
21,62000,2406,1360,32
21,40000,2300,2310,33
1,,,,3
19,43000,,950,54
18,40000,,3930,59
18,7000,,2145,25
,,,,1
10,0,,4210,53
1,0,,,32
21,41000,5200,120,33
19,0,,,35
1,,,,4
16,25400,,3930,49
21,90000,2408,1530,38
21,20000,3301,2310,41
3,,,,6
19,70000,,10,45
19,0,,3649,45
13,0,,,16
1,0,,,76
24,79000,6109,3160,33
14,4000,,9620,18
21,38000,2304,2310,40
21,77000,6201,800,42
,,,,2
23,0,2306,,66
24,100000,3601,3050,59
21,31900,1501,5400,22
21,59000,5506,5940,24
16,0,,,82
16,75000,,7700,59
16,36000,,8800,58
16,32000,,3640,31
4,,,,8
3,,,,6
22,0,6200,710,70
16,0,,,82
16,0,,,54
17,59000,,430,59
16,71000,,630,44
14,0,,,17
13,29600,,4200,52
19,8000,,4610,54
21,72000,6201,9200,57
18,25000,,5110,56
21,0,2901,540,62
19,880,,8965,62
19,38000,,7315,60
16,26000,,2540,59
8,,,,11
16,49600,,9620,45
16,65000,,3500,44
19,15800,,3245,20
21,0,2901,5700,23
21,38000,6203,4820,25
22,110000,3302,1020,47
24,100000,6402,5940,40
19,8000,,4700,19
16,3000,,4030,18
16,15000,,7750,44
19,130000,,3720,44
12,0,,,16
9,,,,12
22,75000,6109,3245,29
22,104000,2400,540,28
16,1800,,2540,52
16,50000,,6200,54
22,70000,6199,3030,42
16,65000,,5800,41
8,,,,11
24,0,5003,1650,70
22,34000,6402,2040,62
21,80000,2408,1530,25
21,45000,5501,4840,26
22,80000,6203,430,56
16,0,,,55
16,4000,,630,21
16,2000,,4760,17
16,68000,,7340,52
11,3200,,5700,48
12,0,,6230,20
14,0,,,17
19,0,,,19
16,0,,,19
18,1800,,3955,18
18,0,,,62
13,2000,,4250,31
12,0,,,65
20,0,,4700,60
23,72000,6102,3160,39
22,101000,2102,1010,39
21,35000,6206,565,25
22,35000,6203,565,25
16,0,,4720,62
16,2500,,9360,55
19,55000,,3850,29
16,0,,,51
22,96000,3700,2850,47
21,88000,6402,220,48
13,1000,,4720,16
5,,,,8
16,2000,,4250,18
16,1000,,4720,17
16,0,,,67
19,50000,,5820,42
16,12000,,4110,21
13,500,,2720,16
21,54000,5503,2920,41
20,0,,5700,44
,,,,1
14,0,,,83
18,0,,7700,59
16,21000,,2540,56
18,0,,5700,32
8,,,,11
4,,,,7
21,220000,1901,60,40
22,110000,6200,710,41
19,0,,3420,66
22,141000,6206,1800,48
18,0,,,43
14,0,,,16
8,,,,12
6,,,,10
4,,,,9
5,,,,7
16,0,,,70
21,0,6002,,57
21,90000,6002,110,55
19,28500,,4760,25
20,10400,,4110,23
18,24000,,3640,24
16,0,,430,27
,,,,1
,,,,0
23,111000,2405,1530,71
19,0,,4830,65
21,61000,3601,110,57
22,89000,3600,2840,56
21,40000,6203,5700,41
10,,,,13
13,0,,,83
19,34000,,150,35
16,19800,,3600,61
22,120000,5501,50,43
16,36000,,5240,43
11,,,,14
10,,,,13
2,,,,4
16,0,,,72
16,13000,,5120,25
1,,,,5
,,,,1
21,90000,5404,3255,59
21,0,6212,1020,66
19,0,,,60
21,49000,3609,1610,35
18,0,,1460,50
15,25000,,2300,49
16,0,,4600,23
9,,,,13
22,68000,5500,230,52
16,0,,,82
22,0,5200,,44
22,41500,2404,9830,44
8,,,,10
5,,,,8
13,0,,,61
22,140000,3301,710,44
3,,,,6
22,0,3600,2310,74
20,370,,5240,56
19,52000,,5540,50
16,0,,,77
16,0,,,72
18,62000,,5000,63
20,90000,,3310,53
19,90000,,6700,53
15,12000,,310,55
21,30000,1401,4210,24
21,30000,1401,4210,24
15,0,,220,46
16,58000,,5700,46
16,43000,,7130,24
19,8800,,6230,17
21,73000,6000,2630,38
21,58000,1901,430,33
1,,,,5
1,,,,3
21,55000,2310,2200,35
16,51000,,430,56
19,100000,,1540,46
22,0,2306,,73
19,0,,,78
18,0,,9130,50
16,21100,,5240,50
14,0,,4000,94
18,0,,,94
1,51000,,9620,38
16,0,,4500,35
5,,,,8
,,,,2
21,0,6201,4850,69
21,0,6105,,70
23,54000,5200,2016,49
19,5300,,4760,20
19,5000,,4760,19
16,60000,,9720,48
16,12000,,4030,48
14,28000,,4230,53
19,60000,,6520,51
16,30000,,5820,48
14,32000,,6355,51
20,34000,,3850,55
19,105000,,8740,41
16,95000,,3850,47
5,,,,8
3,,,,6
16,0,,,57
14,0,,,55
15,80000,,7940,39
,,,,2
17,12000,,4010,30
16,4800,,4720,43
2,,,,5
21,40000,6206,4920,27
19,40000,,4020,50
16,12000,,4510,50
21,100000,4101,430,40
21,0,2304,,38
5,,,,8
4,,,,6
16,32000,,4700,54
20,96000,,3255,43
19,60000,,7200,52
19,17000,,7150,21
19,12000,,4650,19
19,10000,,4600,19
13,1200,,4600,16
22,60000,1401,2630,42
21,480,1303,4720,38
8,,,,10
6,,,,9
4,,,,7
,,,,2
22,93000,2310,230,34
19,65000,,3930,44
2,,,,5
,,,,1
18,150000,,710,62
21,22000,4901,5700,59
16,33000,,7700,31
16,80000,,4240,47
19,41600,,5700,42
12,0,,,15
23,102000,5506,710,40
22,0,6402,2025,41
1,,,,5
,,,,1
19,0,,,78
11,0,,,62
21,0,6203,4760,67
15,2700,,7200,48
21,35000,6211,5820,40
16,13000,,2300,24
2,,,,5
21,415000,5003,20,48
21,0,3202,,50
9,,,,12
7,,,,10
5,,,,8
18,50000,,3800,45
20,32000,,2010,24
